sample;duration;offset_2;offset_cgroup;offset_cmdline;offset_io;offset_loadavg;offset_localtime;offset_meminfo;offset_random-read.1.0;offset_stat;offset_statm;offset_status;offset_uptimesample;duration;offset_2;offset_cgroup;offset_cmdline;offset_io;offset_loadavg;offset_localtime;offset_meminfo;offset_random-read.1.0;offset_stat;offset_statm;offset_status;offset_uptime
0;0.925234944;;;;;;;;36880384;;;;
1;0.927110912;;;;;;;;96661504;;;;
2;0.929766912;;;;;;;;126414848;;;;
3;0.931934208;;;;;;;;3883008;;;;
4;0.932061952;;;;;;;;19439616;;;;
5;0.937944832;;;;;;;;126881792;;;;
6;0.944210944;;;;;;;;43515904;;;;
7;0.945780992;;;;;;;;50077696;;;;
8;0.94594304;;;;;;;;90800128;;;;
9;0.948123904;;;;;;;;39387136;;;;
10;0.94828288;;;;;;;;21000192;;;;
11;0.948350976;;;;;;;;32165888;;;;
12;0.953715968;;;;;;;;4804608;;;;
13;0.953876992;;;;;;;;95969280;;;;
14;0.953944832;;;;;;;;84844544;;;;
15;0.954021888;;;;;;;;69603328;;;;
16;0.954086144;;;;;;;;117669888;;;;
17;0.955462912;;;;;;;;125833216;;;;
18;0.955661056;;;;;;;;23584768;;;;
19;0.957357824;;;;;;;;120549376;;;;
20;0.957513984;;;;;;;;9912320;;;;
21;0.963248896;;;;;;;;27758592;;;;
22;0.965712128;;;;;;;;108576768;;;;
23;0.968743936;;;;;;;;27709440;;;;
24;0.968911872;;;;;;;;17219584;;;;
25;0.971817984;;;;;;;;102690816;;;;
26;0.971980032;;;;;;;;81211392;;;;
27;0.976638976;;;;;;;;39374848;;;;
28;0.981024;;;;;;;;105918464;;;;
29;0.981185024;;;;;;;;27901952;;;;
30;0.981255936;;;;;;;;32104448;;;;
31;0.981309952;;;;;;;;94593024;;;;
32;0.981383936;;;;;;;;122068992;;;;
33;0.982439168;;;;;;;;40636416;;;;
34;0.982601984;;;;;;;;97968128;;;;
35;0.987041024;;;;;;;;89841664;;;;
36;0.991571968;;;;;;;;61272064;;;;
37;0.994251008;;;;;;;;116510720;;;;
38;0.99441408;;;;;;;;82096128;;;;
39;0.998886144;;;;;;;;10399744;;;;
40;0.99907712;;;;;;;;35053568;;;;
41;0.99915008;;;;;;;;2621440;;;;
42;1.004937984;;;;;;;;115224576;;;;
43;1.005108224;;;;;;;;37797888;;;;
44;1.005179904;;;;;;;;59424768;;;;
45;1.006454016;;;;;;;;91553792;;;;
46;1.00787584;;;;;;;;109019136;;;;
47;1.014204928;;;;;;;;10027008;;;;
48;1.015759872;;;;;;;;108294144;;;;
49;1.021070848;;;;;;;;26669056;;;;
50;1.021235968;;;;;;;;83890176;;;;
51;1.021308928;;;;;;;;103047168;;;;
52;1.021389056;;;;;;;;94584832;;;;
53;1.021449216;;;;;;;;94687232;;;;
54;1.02613504;;;;;;;;126263296;;;;
55;1.027617024;;;;;;;;1323008;;;;
56;1.028539904;;;;;;;;4915200;;;;
57;1.028697088;;;;;;;;27000832;;;;
58;1.031245824;;;;;;;;85778432;;;;
59;1.034174976;;;;;;;;67768320;;;;
60;1.034333952;;;;;;;;45449216;;;;
61;1.034403072;;;;;;;;83050496;;;;
62;1.035232;;;;;;;;50876416;;;;
63;1.040397824;;;;;;;;37093376;;;;
64;1.04655104;;;;;;;;24772608;;;;
65;1.052877056;;;;;;;;73084928;;;;
66;1.055017984;;;;;;;;30318592;;;;
67;1.055175936;;;;;;;;36315136;;;;
68;1.058590976;;;;;;;;85504000;;;;
69;1.064479232;;;;;;;;111177728;;;;
70;1.065972992;;;;;;;;52604928;;;;
71;1.066138112;;;;;;;;55828480;;;;
